Shop-ID;Brand;Country;Postcode;City;Street and Housenumber;Complete adress;With brand
5976373;Subway;DE;70173;Stuttgart;Rotebühlplatz 20a;Rotebühlplatz 20a 70173 Stuttgart;Subway Rotebühlplatz 20a 70173 Stuttgart
5976151;Subway;DE;70372;Stuttgart;König-Karl-Str. 54;König-Karl-Str. 54 70372 Stuttgart;Subway König-Karl-Str. 54 70372 Stuttgart
5976277;Subway;DE;70563;Stuttgart;Vaihinger Markt 31;Vaihinger Markt 31 70563 Stuttgart;Subway Vaihinger Markt 31 70563 Stuttgart
5976429;Subway;DE;70567;Stuttgart;Kelley Baracks;Kelley Baracks 70567 Stuttgart;Subway Kelley Baracks 70567 Stuttgart
5976070;Subway;DE;70569;Stuttgart;Patch Barracks;Patch Barracks 70569 Stuttgart;Subway Patch Barracks 70569 Stuttgart
5976273;Subway;DE;70736;Fellbach;Schorndorfer Str. 37-39;Schorndorfer Str. 37-39 70736 Fellbach;Subway Schorndorfer Str. 37-39 70736 Fellbach
5976464;Subway;DE;70771;Leinfelden-Echterdingen;Ulmer Straße 2;Ulmer Straße 2 70771 Leinfelden-Echterdingen;Subway Ulmer Straße 2 70771 Leinfelden-Echterdingen
5976265;Subway;DE;71032;Böblingen;Postplatz 1;Postplatz 1 71032 Böblingen;Subway Postplatz 1 71032 Böblingen
5976258;Subway;DE;71229;Leonberg;Römerstr. 74;Römerstr. 74 71229 Leonberg;Subway Römerstr. 74 71229 Leonberg
5976542;Subway;DE;71332;Waiblingen;Westtangente 7;Westtangente 7 71332 Waiblingen;Subway Westtangente 7 71332 Waiblingen
5976564;Subway;DE;71522;Backnang;Manfred-von-Ardennen-Allee 4;Manfred-von-Ardennen-Allee 4 71522 Backnang;Subway Manfred-von-Ardennen-Allee 4 71522 Backnang
5976216;Subway;DE;71638;Ludwigsburg;Wilhelmstr. 17;Wilhelmstr. 17 71638 Ludwigsburg;Subway Wilhelmstr. 17 71638 Ludwigsburg
5976402;Subway;DE;72070;Tübingen;Eisenbahnstr. 32;Eisenbahnstr. 32 72070 Tübingen;Subway Eisenbahnstr. 32 72070 Tübingen
5976565;Subway;DE;72072;Tübingen;Europaplatz 1-7;Europaplatz 1-7 72072 Tübingen;Subway Europaplatz 1-7 72072 Tübingen
5976107;Subway;DE;72138;Kirchentellinsfurt;Kusterdingerstr. 2;Kusterdingerstr. 2 72138 Kirchentellinsfurt;Subway Kusterdingerstr. 2 72138 Kirchentellinsfurt
5976488;Subway;DE;72189;Vöhringen;Eythstr. 16a;Eythstr. 16a 72189 Vöhringen;Subway Eythstr. 16a 72189 Vöhringen
5976360;Subway;DE;72336;Balingen;Gustav-Schwab-Straße 3;Gustav-Schwab-Straße 3 72336 Balingen;Subway Gustav-Schwab-Straße 3 72336 Balingen
5976180;Subway;DE;72622;Nürtingen;Stuttgarter Straße 51;Stuttgarter Straße 51 72622 Nürtingen;Subway Stuttgarter Straße 51 72622 Nürtingen
5976218;Subway;DE;72764;Reutlingen;Karlstraße 21;Karlstraße 21 72764 Reutlingen;Subway Karlstraße 21 72764 Reutlingen
5976215;Subway;DE;73430;Aalen;Reichsstädter Straße 17;Reichsstädter Straße 17 73430 Aalen;Subway Reichsstädter Straße 17 73430 Aalen
5976060;Subway;DE;73728;Esslingen;Martinstraße 8;Martinstraße 8 73728 Esslingen;Subway Martinstraße 8 73728 Esslingen
5976506;Subway;DE;73728;Esslingen;Ritterstr. 14;Ritterstr. 14 73728 Esslingen;Subway Ritterstr. 14 73728 Esslingen
5976237;Subway;DE;73733;Esslingen;Neckarcenter Weilstraße 227;Neckarcenter Weilstraße 227 73733 Esslingen;Subway Neckarcenter Weilstraße 227 73733 Esslingen
5976081;Subway;DE;74072;Heilbronn;Am Marktplatz 2;Am Marktplatz 2 74072 Heilbronn;Subway Am Marktplatz 2 74072 Heilbronn
5976644;Subway;DE;74072;Heilbronn;Bahnhofstraße 30;Bahnhofstraße 30 74072 Heilbronn;Subway Bahnhofstraße 30 74072 Heilbronn
5976507;Subway;DE;74564;Crailsheim;Haller Str. 4;Haller Str. 4 74564 Crailsheim;Subway Haller Str. 4 74564 Crailsheim
5976509;Subway;DE;74722;Buchen;Carl-Benz-Straße 3;Carl-Benz-Straße 3 74722 Buchen;Subway Carl-Benz-Straße 3 74722 Buchen
5976126;Subway;DE;74889;Sinsheim;Neulandstr. 24;Neulandstr. 24 74889 Sinsheim;Subway Neulandstr. 24 74889 Sinsheim
5976590;Subway;DE;75015;Bretten;Pforzheimer Str. 71;Pforzheimer Str. 71 75015 Bretten;Subway Pforzheimer Str. 71 75015 Bretten
5976199;Subway;DE;75172;Pforzheim;Westliche Karl Friedrich Straße 76-79;Westliche Karl Friedrich Straße 76-79 75172 Pforzheim;Subway Westliche Karl Friedrich Straße 76-79 75172 Pforzheim
5976181;Subway;DE;75179;Pforzheim;Karlsruher Straße 34;Karlsruher Straße 34 75179 Pforzheim;Subway Karlsruher Straße 34 75179 Pforzheim
5976609;Subway;DE;75364;Calw;Leibnizstraße 3/3;Leibnizstraße 3/3 75364 Calw;Subway Leibnizstraße 3/3 75364 Calw
5976061;Subway;DE;76133;Karlsruhe;Kronenplatz 1;Kronenplatz 1 76133 Karlsruhe;Subway Kronenplatz 1 76133 Karlsruhe
5976527;Subway;DE;76437;Rastatt;Karlsruher Straße 1;Karlsruher Straße 1 76437 Rastatt;Subway Karlsruher Straße 1 76437 Rastatt
5976431;Subway;DE;76532;Baden-Baden;Gewerbepark Cité 22;Gewerbepark Cité 22 76532 Baden-Baden;Subway Gewerbepark Cité 22 76532 Baden-Baden
5976620;Subway;DE;76571;Gaggenau;Murgtalstr. 2b;Murgtalstr. 2b 76571 Gaggenau;Subway Murgtalstr. 2b 76571 Gaggenau
5976628;Subway;DE;76646;Bruchsal;Kammerforststraße 15;Kammerforststraße 15 76646 Bruchsal;Subway Kammerforststraße 15 76646 Bruchsal
5976486;Subway;DE;76726;Germersheim;Mainzer Straße 6;Mainzer Straße 6 76726 Germersheim;Subway Mainzer Straße 6 76726 Germersheim
5976416;Subway;DE;76744;Wörth am Rhein;Maximilianstr. 1;Maximilianstr. 1 76744 Wörth am Rhein;Subway Maximilianstr. 1 76744 Wörth am Rhein
5976344;Subway;DE;76829;Landau;Johannes-Kopp-Str. 12;Johannes-Kopp-Str. 12 76829 Landau;Subway Johannes-Kopp-Str. 12 76829 Landau
5976341;Subway;DE;78073;Bad Dürrheim;Robert-Bosch-Straße 14;Robert-Bosch-Straße 14 78073 Bad Dürrheim;Subway Robert-Bosch-Straße 14 78073 Bad Dürrheim
5976595;Subway;DE;78462;Konstanz;Bodanstr. 10;Bodanstr. 10 78462 Konstanz;Subway Bodanstr. 10 78462 Konstanz
5976617;Subway;DE;79725;Laufenburg;Lippersmatt 2;Lippersmatt 2 79725 Laufenburg;Subway Lippersmatt 2 79725 Laufenburg
5976283;Subway;DE;79761;Waldshut-Tiengen;Robert-Gerwig-Str. 3;Robert-Gerwig-Str. 3 79761 Waldshut-Tiengen;Subway Robert-Gerwig-Str. 3 79761 Waldshut-Tiengen
5976456;Subway;DE;80335;München;Arnulfstrasse 8;Arnulfstrasse 8 80335 München;Subway Arnulfstrasse 8 80335 München
5976399;Subway;DE;80335;München;Bahnhofplatz 2;Bahnhofplatz 2 80335 München;Subway Bahnhofplatz 2 80335 München
5976249;Subway;DE;80336;München;Schwanthaler Straße 5;Schwanthaler Straße 5 80336 München;Subway Schwanthaler Straße 5 80336 München
5976069;Subway;DE;80337;München;Kapuzinerstrasse 1;Kapuzinerstrasse 1 80337 München;Subway Kapuzinerstrasse 1 80337 München
5976355;Subway;DE;80634;München;Wendel Dietrich Straße 21;Wendel Dietrich Straße 21 80634 München;Subway Wendel Dietrich Straße 21 80634 München
5976353;Subway;DE;80636;München;Arnulfstraße 43;Arnulfstraße 43 80636 München;Subway Arnulfstraße 43 80636 München
5976247;Subway;DE;80686;München;Fürstenrieder Str. 46;Fürstenrieder Str. 46 80686 München;Subway Fürstenrieder Str. 46 80686 München
5976076;Subway;DE;80799;München;Adalbertstrasse 10;Adalbertstrasse 10 80799 München;Subway Adalbertstrasse 10 80799 München
5976498;Subway;DE;81249;München;Bodenseestraße 238;Bodenseestraße 238 81249 München;Subway Bodenseestraße 238 81249 München
5976170;Subway;DE;81377;München;Sauerbruchstr. 2;Sauerbruchstr. 2 81377 München;Subway Sauerbruchstr. 2 81377 München
5976601;Subway;DE;81541;München;Tegernseer Platz 1;Tegernseer Platz 1 81541 München;Subway Tegernseer Platz 1 81541 München
5976407;Subway;DE;81667;München;Orleansplatz 11;Orleansplatz 11 81667 München;Subway Orleansplatz 11 81667 München
5976211;Subway;DE;81669;München;Rosenheimer Str. 30;Rosenheimer Str. 30 81669 München;Subway Rosenheimer Str. 30 81669 München
5976392;Subway;DE;81675;München;Grillparzerstr. 27/29;Grillparzerstr. 27/29 81675 München;Subway Grillparzerstr. 27/29 81675 München
5976139;Subway;DE;81825;München;Kreillerstrasse 216;Kreillerstrasse 216 81825 München;Subway Kreillerstrasse 216 81825 München
5976099;Subway;DE;81829;München;W.-Brandt Platz 5;W.-Brandt Platz 5 81829 München;Subway W.-Brandt Platz 5 81829 München
5976336;Subway;DE;82110;Germering;Bahnhofsplatz 4;Bahnhofsplatz 4 82110 Germering;Subway Bahnhofsplatz 4 82110 Germering
5976517;Subway;DE;82140;Olching;Johann-G-Gutenbergstr. 30;Johann-G-Gutenbergstr. 30 82140 Olching;Subway Johann-G-Gutenbergstr. 30 82140 Olching
5976123;Subway;DE;82467;Garmisch-Partenkirchen;Hauptstrasse 60-64;Hauptstrasse 60-64 82467 Garmisch-Partenkirchen;Subway Hauptstrasse 60-64 82467 Garmisch-Partenkirchen
5976092;Subway;DE;83059;Kolbermoor;Carl-Jordan-Str. 20;Carl-Jordan-Str. 20 83059 Kolbermoor;Subway Carl-Jordan-Str. 20 83059 Kolbermoor
5976473;Subway;DE;83301;Traunreut;Werner von Siemens Straße 1;Werner von Siemens Straße 1 83301 Traunreut;Subway Werner von Siemens Straße 1 83301 Traunreut
5976262;Subway;DE;83512;Wasserburg am Inn;Münchnerstrasse 7;Münchnerstrasse 7 83512 Wasserburg am Inn;Subway Münchnerstrasse 7 83512 Wasserburg am Inn
5976603;Subway;DE;84032;Landshut;Bahnhofsplatz 1;Bahnhofsplatz 1 84032 Landshut;Subway Bahnhofsplatz 1 84032 Landshut
5976423;Subway;DE;84130;Dingolfing;Spitalplatz 3;Spitalplatz 3 84130 Dingolfing;Subway Spitalplatz 3 84130 Dingolfing
5976625;Subway;DE;84174;Eching;Strogenweg 4;Strogenweg 4 84174 Eching;Subway Strogenweg 4 84174 Eching
5976169;Subway;DE;84453;Mühldorf;Katharinenplatz 9;Katharinenplatz 9 84453 Mühldorf;Subway Katharinenplatz 9 84453 Mühldorf
5976465;Subway;DE;84489;Burghausen;Marktlerstr. 32;Marktlerstr. 32 84489 Burghausen;Subway Marktlerstr. 32 84489 Burghausen
5976638;Subway;DE;84524;Neuötting;Simbacher Strasse 34;Simbacher Strasse 34 84524 Neuötting;Subway Simbacher Strasse 34 84524 Neuötting
5976124;Subway;DE;85049;Ingolstadt;Milchstrasse 7;Milchstrasse 7 85049 Ingolstadt;Subway Milchstrasse 7 85049 Ingolstadt
5976302;Subway;DE;85053;Ingolstadt;Eriagstr. 2;Eriagstr. 2 85053 Ingolstadt;Subway Eriagstr. 2 85053 Ingolstadt
5976563;Subway;DE;85057;Ingolstadt;Am Westpark 6;Am Westpark 6 85057 Ingolstadt;Subway Am Westpark 6 85057 Ingolstadt
5976524;Subway;DE;85221;Dachau;Münchnerstr. 37;Münchnerstr. 37 85221 Dachau;Subway Münchnerstr. 37 85221 Dachau
5976296;Subway;DE;85276;Pfaffenhofen;Hauptplatz 28;Hauptplatz 28 85276 Pfaffenhofen;Subway Hauptplatz 28 85276 Pfaffenhofen
5976370;Subway;DE;85301;Schweitenkirchen;Robert-Koch-Str. 1;Robert-Koch-Str. 1 85301 Schweitenkirchen;Subway Robert-Koch-Str. 1 85301 Schweitenkirchen
5976612;Subway;DE;85354;Freising;Münchner Strasse 34;Münchner Strasse 34 85354 Freising;Subway Münchner Strasse 34 85354 Freising
5976587;Subway;DE;85356;München;Terminal 2;Terminal 2 85356 München;Subway Terminal 2 85356 München
5976457;Subway;DE;85375;Neufahrn bei Freising;Bajuwarenstr. 5;Bajuwarenstr. 5 85375 Neufahrn bei Freising;Subway Bajuwarenstr. 5 85375 Neufahrn bei Freising
5976082;Subway;DE;85551;Heimstetten;Am Gangsteig 5;Am Gangsteig 5 85551 Heimstetten;Subway Am Gangsteig 5 85551 Heimstetten
5976606;Subway;DE;85586;Poing;Bürgerstrasse 2;Bürgerstrasse 2 85586 Poing;Subway Bürgerstrasse 2 85586 Poing
5976608;Subway;DE;85664;Hohenlinden;Josef Neumeier Str.;Josef Neumeier Str. 85664 Hohenlinden;Subway Josef Neumeier Str. 85664 Hohenlinden
5976574;Subway;DE;85716;Unterschleißheim;Max-Planck-Strasse 17;Max-Planck-Strasse 17 85716 Unterschleißheim;Subway Max-Planck-Strasse 17 85716 Unterschleißheim
5976204;Subway;DE;86150;Augsburg;Karlstr. 5;Karlstr. 5 86150 Augsburg;Subway Karlstr. 5 86150 Augsburg
5976068;Subway;DE;86150;Augsburg;Viktoriastrasse 1;Viktoriastrasse 1 86150 Augsburg;Subway Viktoriastrasse 1 86150 Augsburg
5976463;Subway;DE;86343;Königsbrunn;Haunstetterstraße 2;Haunstetterstraße 2 86343 Königsbrunn;Subway Haunstetterstraße 2 86343 Königsbrunn
5976567;Subway;DE;86609;Donauwörth;Reichstraße 36;Reichstraße 36 86609 Donauwörth;Subway Reichstraße 36 86609 Donauwörth
5976607;Subway;DE;86633;Neuburg;Münchener Str. 22;Münchener Str. 22 86633 Neuburg;Subway Münchener Str. 22 86633 Neuburg
5976347;Subway;DE;87435;Kempten;Klostersteige 28;Klostersteige 28 87435 Kempten;Subway Klostersteige 28 87435 Kempten
5976411;Subway;DE;87700;Memmingen;Maximilianstr. 7;Maximilianstr. 7 87700 Memmingen;Subway Maximilianstr. 7 87700 Memmingen
5976201;Subway;DE;88212;Ravensburg;Bachstr. 1;Bachstr. 1 88212 Ravensburg;Subway Bachstr. 1 88212 Ravensburg
5976470;Subway;DE;88239;Wangen;Friedrich-Ebert-Straße 29;Friedrich-Ebert-Straße 29 88239 Wangen;Subway Friedrich-Ebert-Straße 29 88239 Wangen
5976621;Subway;DE;88250;Weingarten;Argonnenstraße 9/5;Argonnenstraße 9/5 88250 Weingarten;Subway Argonnenstraße 9/5 88250 Weingarten
5976654;Subway;DE;88317;Aichstetten;Am Waizenhof 4;Am Waizenhof 4 88317 Aichstetten;Subway Am Waizenhof 4 88317 Aichstetten
5976575;Subway;DE;88348;Bad Saulgau;Herbertinger Straße 56;Herbertinger Straße 56 88348 Bad Saulgau;Subway Herbertinger Straße 56 88348 Bad Saulgau
5976605;Subway;DE;88400;Biberach an der Riß;Leipziger Straße 24;Leipziger Straße 24 88400 Biberach an der Riß;Subway Leipziger Straße 24 88400 Biberach an der Riß
5976649;Subway;DE;89231;Neu-Ulm;Im Starkfeld 55;Im Starkfeld 55 89231 Neu-Ulm;Subway Im Starkfeld 55 89231 Neu-Ulm
5976655;Subway;DE;89343;Jettingen-Scheppach;Siemensstr. 12;Siemensstr. 12 89343 Jettingen-Scheppach;Subway Siemensstr. 12 89343 Jettingen-Scheppach
5976227;Subway;DE;89415;Lauingen;Werner von Siemens Str. 1;Werner von Siemens Str. 1 89415 Lauingen;Subway Werner von Siemens Str. 1 89415 Lauingen
5976367;Subway;DE;89584;Ehingen;Biberacher Straße 69;Biberacher Straße 69 89584 Ehingen;Subway Biberacher Straße 69 89584 Ehingen
5976067;Subway;DE;90402;Nürnberg;Bahnhofsplatz;Bahnhofsplatz 90402 Nürnberg;Subway Bahnhofsplatz 90402 Nürnberg
5976443;Subway;DE;90441;Nürnberg;Nopitschstrasse 82;Nopitschstrasse 82 90441 Nürnberg;Subway Nopitschstrasse 82 90441 Nürnberg
5976495;Subway;DE;90461;Nürnberg;Frankenstrasse 224;Frankenstrasse 224 90461 Nürnberg;Subway Frankenstrasse 224 90461 Nürnberg
5976246;Subway;DE;91054;Erlangen;Bahnhofsplatz 4;Bahnhofsplatz 4 91054 Erlangen;Subway Bahnhofsplatz 4 91054 Erlangen
5976645;Subway;DE;91257;Pegnitz;Nürnberger Str 39;Nürnberger Str 39 91257 Pegnitz;Subway Nürnberger Str 39 91257 Pegnitz
5976159;Subway;DE;92249;Vilseck;Rose Baracks;Rose Baracks 92249 Vilseck;Subway Rose Baracks 92249 Vilseck
5976553;Subway;DE;92348;Berg bei Neumarkt;Ludwig-Erhard-Ring 2;Ludwig-Erhard-Ring 2 92348 Berg bei Neumarkt;Subway Ludwig-Erhard-Ring 2 92348 Berg bei Neumarkt
5976326;Subway;DE;92637;Weiden;Dr.-Seeling-Str. 22-24;Dr.-Seeling-Str. 22-24 92637 Weiden;Subway Dr.-Seeling-Str. 22-24 92637 Weiden
5976396;Subway;DE;92655;Grafenwöhr;Im Lager 700;Im Lager 700 92655 Grafenwöhr;Subway Im Lager 700 92655 Grafenwöhr
5976648;Subway;DE;92670;Windischeschenbach;Am Gewerbepark 2a;Am Gewerbepark 2a 92670 Windischeschenbach;Subway Am Gewerbepark 2a 92670 Windischeschenbach
5976518;Subway;DE;93051;Regensburg;Ziegetsdorfer Str. 115;Ziegetsdorfer Str. 115 93051 Regensburg;Subway Ziegetsdorfer Str. 115 93051 Regensburg
5976143;Subway;DE;93053;Regensburg;Friedenstr. 23;Friedenstr. 23 93053 Regensburg;Subway Friedenstr. 23 93053 Regensburg
5976228;Subway;DE;93059;Regensburg;Im Gewerbepark A7;Im Gewerbepark A7 93059 Regensburg;Subway Im Gewerbepark A7 93059 Regensburg
5976261;Subway;DE;93073;Neutraubling;Pommernstraße 4;Pommernstraße 4 93073 Neutraubling;Subway Pommernstraße 4 93073 Neutraubling
5976417;Subway;DE;93413;Cham;Rodingerstr. 22;Rodingerstr. 22 93413 Cham;Subway Rodingerstr. 22 93413 Cham
5976548;Subway;DE;94032;Passau;Bahnhofsstrasse 5;Bahnhofsstrasse 5 94032 Passau;Subway Bahnhofsstrasse 5 94032 Passau
5976637;Subway;DE;94032;Passau;Spitalhofstr. 100a;Spitalhofstr. 100a 94032 Passau;Subway Spitalhofstr. 100a 94032 Passau
5976414;Subway;DE;94315;Straubing;Ludwigsplatz 38;Ludwigsplatz 38 94315 Straubing;Subway Ludwigsplatz 38 94315 Straubing
5976484;Subway;DE;94405;Landau;Straubinger Str. 36;Straubinger Str. 36 94405 Landau;Subway Straubinger Str. 36 94405 Landau
5976626;Subway;DE;94469;Deggendorf;Lateinschulgasse 22;Lateinschulgasse 22 94469 Deggendorf;Subway Lateinschulgasse 22 94469 Deggendorf
5976514;Subway;DE;95502;Himmelkron;Kulmbacher Str. 5;Kulmbacher Str. 5 95502 Himmelkron;Subway Kulmbacher Str. 5 95502 Himmelkron
5976288;Subway;DE;96160;Geiselwind;Am Traubenberg 1;Am Traubenberg 1 96160 Geiselwind;Subway Am Traubenberg 1 96160 Geiselwind
5976422;Subway;DE;96215;Lichtenfels;Bambergerstr. 125;Bambergerstr. 125 96215 Lichtenfels;Subway Bambergerstr. 125 96215 Lichtenfels
5976490;Subway;DE;96450;Coburg;Löwenstraße 11;Löwenstraße 11 96450 Coburg;Subway Löwenstraße 11 96450 Coburg
5976212;Subway;DE;96515;Sonneberg;Bahnhofsplatz 1;Bahnhofsplatz 1 96515 Sonneberg;Subway Bahnhofsplatz 1 96515 Sonneberg
5976349;Subway;DE;97070;Würzburg;Plattnerstraße 8;Plattnerstraße 8 97070 Würzburg;Subway Plattnerstraße 8 97070 Würzburg
5976324;Subway;DE;97262;Hausen;Am Wiesenweg 11;Am Wiesenweg 11 97262 Hausen;Subway Am Wiesenweg 11 97262 Hausen
5976164;Subway;DE;97421;Schweinfurt;Georg Wichtermann Platz 11;Georg Wichtermann Platz 11 97421 Schweinfurt;Subway Georg Wichtermann Platz 11 97421 Schweinfurt
5976439;Subway;DE;97616;Bad Neustadt;Alter Molkereiweg 18;Alter Molkereiweg 18 97616 Bad Neustadt;Subway Alter Molkereiweg 18 97616 Bad Neustadt
5976450;Subway;DE;98527;Suhl;Friedrich-König-Str. 12;Friedrich-König-Str. 12 98527 Suhl;Subway Friedrich-König-Str. 12 98527 Suhl
5976357;Subway;DE;98646;Hildburghausen;Puschkinplatz 5;Puschkinplatz 5 98646 Hildburghausen;Subway Puschkinplatz 5 98646 Hildburghausen
5976320;Subway;DE;98693;Ilmenau;Poststraße 1;Poststraße 1 98693 Ilmenau;Subway Poststraße 1 98693 Ilmenau
5976521;Subway;DE;99084;Erfurt;Andreasstraße 37;Andreasstraße 37 99084 Erfurt;Subway Andreasstraße 37 99084 Erfurt
5976192;Subway;DE;99084;Erfurt;Anger 1-3;Anger 1-3 99084 Erfurt;Subway Anger 1-3 99084 Erfurt
5976315;Subway;DE;99084;Erfurt;Bahnhofstraße 23;Bahnhofstraße 23 99084 Erfurt;Subway Bahnhofstraße 23 99084 Erfurt
5976421;Subway;DE;99084;Erfurt;Willy-Brandt-Platz 12;Willy-Brandt-Platz 12 99084 Erfurt;Subway Willy-Brandt-Platz 12 99084 Erfurt
5976371;Subway;DE;99099;Erfurt;Hermsdorfer Straße 4;Hermsdorfer Straße 4 99099 Erfurt;Subway Hermsdorfer Straße 4 99099 Erfurt
5976643;Subway;DE;99198;Erfurt;Über dem Feldgarten 3;Über dem Feldgarten 3 99198 Erfurt;Subway Über dem Feldgarten 3 99198 Erfurt
5976530;Subway;DE;99310;Arnstadt;Stadtilmer Str. 102;Stadtilmer Str. 102 99310 Arnstadt;Subway Stadtilmer Str. 102 99310 Arnstadt
5976390;Subway;DE;99423;Weimar;Carl-August-Allee 17;Carl-August-Allee 17 99423 Weimar;Subway Carl-August-Allee 17 99423 Weimar
5976238;Subway;DE;99423;Weimar;Friedensstraße 1;Friedensstraße 1 99423 Weimar;Subway Friedensstraße 1 99423 Weimar
5976483;Subway;DE;99610;Sömmerda;Stadtring 15a;Stadtring 15a 99610 Sömmerda;Subway Stadtring 15a 99610 Sömmerda
5976372;Subway;DE;99734;Nordhausen;Am alten Tor 7;Am alten Tor 7 99734 Nordhausen;Subway Am alten Tor 7 99734 Nordhausen
5976281;Subway;DE;99734;Nordhausen;Darrweg 67;Darrweg 67 99734 Nordhausen;Subway Darrweg 67 99734 Nordhausen
5976535;Subway;DE;99817;Eisenach;Bahnhofstrasse 35;Bahnhofstrasse 35 99817 Eisenach;Subway Bahnhofstrasse 35 99817 Eisenach
5976305;Subway;DE;99817;Eisenach;Johannisstr. 5;Johannisstr. 5 99817 Eisenach;Subway Johannisstr. 5 99817 Eisenach
5976641;Subway;DE;99817;Eisenach;Muehlhäuser Straße 110;Muehlhäuser Straße 110 99817 Eisenach;Subway Muehlhäuser Straße 110 99817 Eisenach
5976639;Subway;DE;99974;Mühlhausen;Ammersche Landstraße 30;Ammersche Landstraße 30 99974 Mühlhausen;Subway Ammersche Landstraße 30 99974 Mühlhausen
5976377;Subway;DE;99974;Mühlhausen;Untermarkt 37;Untermarkt 37 99974 Mühlhausen;Subway Untermarkt 37 99974 Mühlhausen
7291;Pizza Hut;DE;1067;Dresden;UFA Palast, Prager Str. 1;UFA Palast, Prager Str. 1 01067 Dresden;Pizza Hut UFA Palast, Prager Str. 1 01067 Dresden
7292;Pizza Hut;DE;1139;Dresden;UCI, Lommatzscher Str. 98;UCI, Lommatzscher Str. 98 01139 Dresden;Pizza Hut UCI, Lommatzscher Str. 98 01139 Dresden
7293;Pizza Hut;DE;4103;Leipzig;Willy-Brandt-Platz 7;Willy-Brandt-Platz 7 04103 Leipzig;Pizza Hut Willy-Brandt-Platz 7 04103 Leipzig
7294;Pizza Hut;DE;6108;Halle;Leipziger Str. 11;Leipziger Str. 11 06108 Halle;Pizza Hut Leipziger Str. 11 06108 Halle
7295;Pizza Hut;DE;10117;Berlin;Friedrichstr. 100;Friedrichstr. 100 10117 Berlin;Pizza Hut Friedrichstr. 100 10117 Berlin
7296;Pizza Hut;DE;10623;Berlin;Hardenbergplatz 9 - 11;Hardenbergplatz 9 - 11 10623 Berlin;Pizza Hut Hardenbergplatz 9 - 11 10623 Berlin
7297;Pizza Hut;DE;10789;Berlin;Tauentzienstr. 8;Tauentzienstr. 8 10789 Berlin;Pizza Hut Tauentzienstr. 8 10789 Berlin
7298;Pizza Hut;DE;12351;Berlin;Johannisthaler Chaussee 295 - 327;Johannisthaler Chaussee 295 - 327 12351 Berlin;Pizza Hut Johannisthaler Chaussee 295 - 327 12351 Berlin
7299;Pizza Hut;DE;18055;Rostock;Kroepeliner Str. 25;Kroepeliner Str. 25 18055 Rostock;Pizza Hut Kroepeliner Str. 25 18055 Rostock
7301;Pizza Hut;DE;20095;Hamburg;HBF Südsteg;HBF Südsteg 20095 Hamburg;Pizza Hut HBF Südsteg 20095 Hamburg
7300;Pizza Hut;DE;20095;Hamburg;HH HFB II Wandelhalle;HH HFB II Wandelhalle 20095 Hamburg;Pizza Hut HH HFB II Wandelhalle 20095 Hamburg
7302;Pizza Hut;DE;20354;Hamburg;Gänsemarkt 45;Gänsemarkt 45 20354 Hamburg;Pizza Hut Gänsemarkt 45 20354 Hamburg
7303;Pizza Hut;DE;20359;Hamburg;Reeperbahn 136;Reeperbahn 136 20359 Hamburg;Pizza Hut Reeperbahn 136 20359 Hamburg
7304;Pizza Hut;DE;22765;Hamburg;Paul-Nevermann-Platz 12;Paul-Nevermann-Platz 12 22765 Hamburg;Pizza Hut Paul-Nevermann-Platz 12 22765 Hamburg
7305;Pizza Hut;DE;24114;Kiel;Kaistr. 54;Kaistr. 54 24114 Kiel;Pizza Hut Kaistr. 54 24114 Kiel
7307;Pizza Hut;DE;30159;Hannover;Andreastr. 7;Andreastr. 7 30159 Hannover;Pizza Hut Andreastr. 7 30159 Hannover
7306;Pizza Hut;DE;30159;Hannover;Raschplatz 6;Raschplatz 6 30159 Hannover;Pizza Hut Raschplatz 6 30159 Hannover
7308;Pizza Hut;DE;33602;Bielefeld;Jahnplatz 7;Jahnplatz 7 33602 Bielefeld;Pizza Hut Jahnplatz 7 33602 Bielefeld
7309;Pizza Hut;DE;34117;Kassel;Karlsplatz 8;Karlsplatz 8 34117 Kassel;Pizza Hut Karlsplatz 8 34117 Kassel
7310;Pizza Hut;DE;39104;Magdeburg;Kantstr. 6;Kantstr. 6 39104 Magdeburg;Pizza Hut Kantstr. 6 39104 Magdeburg
7311;Pizza Hut;DE;40212;Düsseldorf;Schadowstr. 78;Schadowstr. 78 40212 Düsseldorf;Pizza Hut Schadowstr. 78 40212 Düsseldorf
7312;Pizza Hut;DE;40213;Düsseldorf;Bolkerstr. 28 / Mertensgasse 12;Bolkerstr. 28 / Mertensgasse 12 40213 Düsseldorf;Pizza Hut Bolkerstr. 28 / Mertensgasse 12 40213 Düsseldorf
7313;Pizza Hut;DE;40420;Düsseldorf;Konrad Adenauer Platz 14;Konrad Adenauer Platz 14 40420 Düsseldorf;Pizza Hut Konrad Adenauer Platz 14 40420 Düsseldorf
7314;Pizza Hut;DE;42103;Wuppertal;ECE Center Arkaden Alte Freiheit 9;ECE Center Arkaden Alte Freiheit 9 42103 Wuppertal;Pizza Hut ECE Center Arkaden Alte Freiheit 9 42103 Wuppertal
7315;Pizza Hut;DE;44135;Dortmund;Ostenhellweg 23;Ostenhellweg 23 44135 Dortmund;Pizza Hut Ostenhellweg 23 44135 Dortmund
